text,label,topic
bonjour olivier jais entendu que les tomate cerise on ne coupe pas les gourment je dit bien entendu je ne suis qu'un jardiner amateur mais très bonne vidéo Christian de Belgique,0,nothing
"Intéressant mais malheureusement la caméra ne montre pas ce de quoi ils parlent, c'est plutôtun podcast qu'une visite de ferme! Y'a pas grand intérêt a fixer la caméra sur la personne qui parle. Malheureusement @MaraichageSolVivant ne lit pas les commentaires pour retour de leurs auditeurs.",0,nothing
"Intéressant ça, merci Julien ! Peux-tu préciser des densité de semi s'il te plaît ? Combien de coupe fais-tu sur les épinards ? Quand les retire tu ? Pour laisser de la place aux fèves ? Est-ce nécessaire ? Aurais-tu une idée de tes rendements épinards et fèves ?",0,PRecolte
Coucou maud. Juste une tite question. Et oui l’emmerder recommence😂😂. Qu’en est il de la législation pour les voisins lorsqu'on veut mettre une ruche? J’ai 900m2 de terrain clos de mur mais des voisins tout autour? Merciiiiii,0,nothing
"33:29 ""Tiens, j'ai une petite faim moi.""",0,nothing
"Purée Thibaud t'est vraiment un crack sérieux, merci pour cette vidéo la team bye",0,nothing
Merci donc à Élodie ! Choupinoux.,0,nothing
Vous faites un semis à la volée. Ce n'est pas ce qu'il y a de plus facile à désherber manuellement. Le semis en ligne est plus pertinent. Je connais la littérature de D Soltner je n'ai jamais vu et lu cela.,1,P7
Un super mec Témoignage très intéressant et plein d'humilité Bravo à toi pour cette remise en question et pour cette approche que tu as de l'agriculture en générale. 👍👍,0,nothing
Merci !!,0,nothing
Merci pour ces infos ! J'en ai planté un l'année dernière. Il se porte bien et maintenant je le connais mieux grâce à vous !,0,nothing
"bonjour ""Ma ferme autonome"" on aimerait bien vous parler d'un truc qui a un rapport avec l'autonomie ... ça concerne les pêcheurs.",0,nothing
donc la brosse elle coupe aussi les cheveux ?,0,nothing
"Bravo pour cette vidéo et merci de tout ces conseils ! Par contre le coup d'enterrer les tomates à la plantation, ça marche mais ce n'est pas vraiment utile, c'est surtout une ancienne croyance... (cf la vidéo du potager d'olivier). Bon jardinage !",0,nothing
"le vélo c est ce qui m a fait gagner le plus de pognon ds ma vie. à ceux qui hésitent, c est dur 1semaine, après vs pouvez mm fumer ds les cotes :) il y a un gros effet de mode sur les gravel, c est top en effet, mais si vs n avez pas de budget, prenez un vtt rigide sans amortisseur c est aussi bien.",0,nothing
Si un jour j'ai des lingots! Vous saurez pas ou ils sont!,0,nothing
qu'il aille se aire enculer une bonne fois cette France de merde tous le monde parle mais personne ne fait rien combien de temp allons nous se faire enculer sent rien dirent,0,nothing
Super 👍,0,nothing
"Toutes les critiques sont inutiles. C'est clairement vertueux de tendre vers l'autonomie. C'est une vie que mènent certains peuples humains ou qu'ont déjà mené nos ancêtres. La civilisation industrielle est un leurre, quasiment une malédiction ou une maladie... Les progrès techniques sont parfois utiles mais là c'est devenu n'importe quoi. Une abondance de produits inutiles nous ont envahis. Nous polluons la Terre pour avoir le dernier Iphone ou des fringues à la mode ! Ce monde est malade. Trouver des excuses pour continuer le massacre est juste stupide. Moins consommer c'est la solution. Réduire toutes ses dépenses, tous ses frais. Ralentir. relocaliser, économiser, valoriser l'occasion, etc... De toute façon, ce n'est plus un choix, c'est bientôt une obligation physique. Ce monde n'est pas illimité en ressources. Il faut s'y mettre.",0,nothing
"Bonjour Maud, encore bravo pour cette belle initiative du jardin pédagogique 👍👍👍👍👍",0,nothing
"Bonjour Damien, mais que fais tu de tes abondantes récoltes ? Tu nourris ton village ? Ton terrain est devenue un arche de Noé, pardons un arche de Damien pour la biodiversité. Pour la production de biomasse des petits jardins, disons 50 à 100m², la syntropie apporte des solutions. Bien entendu tu n'as pas grand chose à apprendre de la syntropie. J'imagine que tu finiras par avoir un jour dans ta riche bibliothèque, le livre ""Bienvenue en Syntropie"" D'Anaëlle Thery. Bonne continuation dans ton coin de paradis.",0,P6
je peux vous envoyer une photo si vous voulez,0,nothing
"vous êtes une personne très sympathique, j'apprécies vos vidéos. On devrais tous vivre de cette manière, mais dans notre monde ou plus rien ne vas, c'est compliquer. Si on étais en communion avec notre Dieu créateur, cela irait bien mieux. Seul Jésus qui est mort sur la croix peut nous donner un sens a notre vie, et nous donner la vie éternelle, simplement en croyant qu'il est mort sur la croix pour nous racheter de nos péchés nos mauvaises actions, il suffit de croire en lui et de lui demander pardon pour nos mauvaises action. Lisez la Bible, et vous verrez. Je vous souhaite tou du bon.",0,nothing
Ça joue les babas cool mais ne supporte pas de partager. Ras le bol de ces retour à la nature bidon,1,nothing
"La qualite nutritive n'a rien a voir avec le gout...... L'un est etablit par les sediments et actions enzymatiques de la plante par rapport aux mineraux presents dans le sol, l'autre est etablit par les profiles de terpenes qui sont developes par les microorganismes presents dans la rhizosphere.",1,PRecolte
"J'aimerais avoir leur avis pour une nouvelle construction, que préconise-t-il comme matériaux, dalle et isolation ? Cela serait intéressant. Il parle souvent de maison ancienne, mais aujourd'hui comment construire durable, solide et chaleureux ?",0,nothing
❤,0,nothing
Top tout ça. À bientôt,0,nothing
ton comparatif sera faut si tu ne remet pas la même monte fallait dés le départ prendre les bon pneu c sur l adhérence est l usure ne pourront pas être la même,1,nothing
C est génial nous on a une source mais à 1km200 de notre propriété. On a un droit de captage. Le mieux sera de mettre une buse,0,P3
Plastique=pollution,1,nothing
Formidable.,0,nothing
Une petite vidéo sur la taille après la récolte serait la bienvenue .... Merci,0,nothing
"Merci pour ce résumé d'une année. Ds le sud est cela fait quelques années que les automnes et hivers sont si secs que les végétaux coupés et laissés au sol ne se dégradent même pas, ils se désèchent. Avez vous un conseil ?",0,P6
"Coucou Maud! Meilleurs voeux !!! Ici aussi (les Vosges) même topo, tout tout blanc ^^",0,nothing
"Bonjour Olivier, encore une superbe vidéo pleine de conseils et de bienveillance 😊 Concernant les tapis chauffants, as-tu un système de thermostat ou les tapis se régulent eux-même ? Bonne journée !",0,nothing
"Très bonne présentatrice, toujours les questions qu’il faut et pertinentes 👌 Bravo aussi à ces maraîchers , je suis moi même maraîcher et je sais le taf qu’ils peuvent faire 👍",0,nothing
"Bonsoir Olivier. Tout d'abord, bravo pour tes vidéos passionnantes et instructives et ton jardin qui fait rêver. Jardinier amateur depuis de nombreuses années, je m'inspire beaucoup de ce que tu fais. Avec beaucoup moins de succès! ! ! L'apport de compost, de fumier, le paillage, le semis d'engrais vert... mais les résultats restent mitigés. Cette année aurait pu être bonne, mais hélas, un épisode de grêle, fin juin, a tout ruiné en quelques minutes. J'habite dans le centre de la France. Cette année, j'ai aussi opté pour l'apport de bactéries, je ne crois pas que tu aies déjà abordé le sujet. J'ai l'impression que ça aide un peu à l'amélioration du terrain. Qu'en pense-tu? As-tu déjà eu des avis sur le sujet? Si tu as la possibilité, ton avis m'intéresse. Continues à te régaler avec tes récoltes et continues de nous régaler avec tes vidéos.",0,P6
"Ah ouais on y pense pas quand on connaît pas, merci !",0,nothing
Semoir earthway non mais sérieusement faut arrêter. Quand on cultive en tant que pro on utilise pas un earthway.,1,P6
Plutôt content surtout pour mon tracteur à fourche,0,nothing
"Bonjour, cela existe pour les prairies de faire les reliquats azotés...comme en grande culture ??",0,P6
👍Super bien détaillé un enrichissement pour nous.,0,nothing
Génial ça !!! ;),0,nothing
Bravo!,0,nothing
Ça coûte du blé le blé !,0,nothing
Bonjour votre système de pipettes pour l'eau car moi il faut que j'appuie sinon il y vont pas ? Vous avez fait comment ?,0,nothing
Bonjour et merci beaucoup David. Peux-tu redire comment agréer le sol ? J'ai bien cette plante qui est tenace effectivement. Pour la lactofermentation Ta saumure est-elle froide ou chaude ? Merci,0,nothing
"Salut, très chouette ta vidéo, pour les tomates, c'est juste dommage que l'on voit pas ton système de grill (1 ou 2) c'est intéressant",0,nothing
"Bonjour, je voulais vous poser une question par rapport à la plantation du figuier proche d'une terrasse ou maison car mon voisin me la fortement déconseillé en me disant que les racines pousser le ciment et casser la terrasse voir le mur de la maison... ? Donc, du coup si c'est le cas à combien de mettre doit on éloigné la plantation ? merci beaucoup pour tout :)",0,nothing
"Ayant mon potager à Perpignan, avant de voir ta vidéo j'ai mis des canisses au dessus de mes tomates et concombres et je m'en félicite. Comme quoi les bonnes idées se retrouvent.",0,nothing
Salut Olivier j'espère que tu vas bien? Encore une vidéo très complète... (L'avantage de YouTube t'as plus de 45scd pour dire les choses 😁 ) À bientôt 🌞,0,nothing
Salut salut Damien. Tu fesais où tes semis avant d'avoir cette petite serre,0,nothing
Bonjour à vous vœu bossé très bien félicitations,0,nothing
"Merci pour de nombreux précieux conseils pour la fougère. Chez moi au Congo Brazzaville 🇨🇬, une autre variété de la fougère est comestible ,cependant celle dont vous nous parlez, n'est pas consommable.",1,nothing
Merci Damien,0,nothing
"Bonjour, est ce que vous avez des plaques alvéolées à conseiller ? Merci.",0,nothing
Merci pour cette vidéo je me régal à les regarder 😊,0,nothing
"Merci beaucoup pour le partage de votre savoir et expérience. Quand j'ai demandé le livre en librairie, l'assistante a tapé dans son moteur de recherche ""Bienvenue en Saint Tropez"" au lieu de "" Bienvenue en Syntropie"".... j'ai gentiment essayé de lui dire de quoi il s'agit...",0,P6
Merci pour ce reportage très sympa .,0,nothing
"Salut, ça à l'air pas mal ce bac, moi je cherche une solution pour faire des grands bacs anti campagnols semi enterrés avec du grillage au fond. J'ai peur qu'avec le bois ça soit vraiment vite bouffer... Je pensais prendre des plaques de bac acier mais c'est presque moins cher ce bac tout prêt.",0,P2
Merci cela fait des années que je me demande ce que c'est que ce champignon. La tramète versicolore. Juste après la vidéo nous sommes allés en récolter😊,0,nothing
"ATTENTION !!!!! Ce n'est pas une herbe !!!! Et c'est une espèce envahissante et invasive, rampante qui n'a rien à faire chez nous !!!!!!!😮",1,P7
J'aimerais beaucoup connaitre les valeur d'azote de chaque espèce de l'epifaune dans leur déjections on aurait des surprises a mon avis.,0,P6
"Merci pour ce tour au jardin. Chez moi en Normandie, j'attends encore un peu 😉 mais ça fait du bien de voir tous tes conseils en vidéo. A bientôt.",0,nothing
bonjour pour le radis semé en novembre quelle variété serait adaptée car pour les jours courts (très courts au coeur de l'hiver) il y en a très peu. Merci,0,nothing
"Après le sillon et la mise en place des graines, j'ai mélangé de l'herbe fraîchement coupés avec du terreau pour recouvrir l'ensemble. Celà a permis à ma terre de ne pas durcir et permettre au plants de pousser correctement.",0,P6
"le fameux ""ça dépend""....ça dépasse 😂😂😂",0,nothing
Merci Maud pour cette vidéo….projet poulailler prévu pour le printemps prochain 😉,0,nothing
Du fromage Du fromage Du fromage Merci Stéphane 🥰🥰😘🙏🙏🙏,0,nothing
"Excellente vidéo, merci pour toutes ces informations.",0,nothing
"Bonjour, savez-vous où l'on peut acheter des graines pour tenter la culture ?",0,nothing
"Attention! Lorsque vous calculez l'amortissement d'un chauffe-eau thermodynamique, il faut prendre en compte la durée de vie de la PAC du chauffe-eau, bien inférieure à celle de la cuve. Ajoutez à cela qu'il est très difficile d'intervenir sur ces PAC de part leur disposition et leur compacité. C'est un électricien en retraite qui vous averti...",0,nothing
