,Unnamed: 0,text,label,topic
6,6,sous-titres s'il vous plaît,0,nothing
1243,1270,Bonjour Nono et Brian j aurait besoin de conseils pour mon habilitation au plaisir 😊,0,nothing
375,388,Respire un coup tu trembles mec mdr,0,nothing
673,691,Merci pour les informations 🙏🌴,0,nothing
767,787,"J’arrive ici par hasard avec l’idée qui me vient de je ne sais où que les pruniers ne supporteraient pas très bien la taille. Des explications très claires, merci beaucoup, je m’en vais explorer votre chaîne",0,nothing
1078,1101,BRAVO 🎈 … Un très GRAND MERCI pour nous toutes et tous ! 🤩 : 🌍🤩🤩🤩🤩🕊👏👏👏👏👏👏👏👏👏👏,0,nothing
890,912,"Bonjour Damien, le bambou te permet d’arroser, comment fais-tu ?",0,P3
158,164,Tu doutais avec raison pour le mot entremêlage…on dit entremêlement.😅,0,nothing
746,764,"Salut Olivier ! Maraîcher depuis 10ans je te suis depuis presque le début et qu’est-ce que c’est agréable de regarder tes vidéos, je suis jaloux et j’aimerais d’un côté avoir à m’occuper que d’un petit potager familial 😁 La grellinette c’est top mais il existe aussi un plantoir à poireaux 5 trous et très ergo aussi 👍. Et petit conseil : t’embête pas à refermé les trous, un bon arrosage par dessus avec un peu de pression et ca se bouche automatiquement 😁👍. Bonne soirée et à bientôt pour de nouvelles vidéos.",0,nothing
686,704,Bon concept,0,nothing
84,88,Merciii,0,nothing
1222,1249,Merci ❤,0,nothing
837,858,"Un exemple monsieur, du coup aide moi et nous. Je suis, halle, ducerf, et les autres y'en a tellement Et grâce à toi.",0,nothing
1102,1126,"Solanum susceptibles de servir de porte-greffes alternatifs : Solanum cheesmaniae (ou Lycopersicon cheesmaniae), Alias « tomate des Galapagos ». Tolérante au sel. Solanum chmielewskii (ou Lycopersicon chmielewskii) pousse dans les zones montagneuses et humides des Andes (1000-3000 m). Solanum habrochaites (ou Lycopersicon hirsutum) à fruits verts, pousse dans les zones montagneuses (500-3300 m) et humides de l’Amérique du Sud (très utilisé). Solanum neorickii (ou Lycopersicon parviflorum) pousse dans les zones montagneuses (1000-3000 m) et humides des Andes. Solanum pennellii (ou Lycopersicon pennellii) pousse dans les milieux montagneux et secs de l’Amérique du Sud (500-1500 m). Il y en a d’autres…",0,nothing
888,910,ha ça change la musique de fin!,0,nothing
476,491,"Nieder mit den Regentonnen , Freiheit für den Regen !",0,nothing
632,650,"Excellent reportage, très complet! Merci à vous et à ces castaneiculteurs! Quels sont les meilleurs livres sur la castaneiculture et la transformation de la chataigne?",0,nothing
510,526,Quand tu dis investir dans le tabac l'alcool et les armes a feu tu parles en bien manufacturés en temps que tel ? (Et dans ce cas faut pouvoir stocker) ou tu parles d'actions dans des entreprises d alcool de tabac et d'armes à feu ?,0,nothing
77,81,"merci de cette émission passionnante , et à bientôt en vrai... je pense que j'ai besoin d'apprendre avec vous, Anaëlle!",0,nothing
364,377,C'est intéressant toutes ces techniques mais je me demande comment ça peut s'installer avec 1 enfant de bientôt 3 ans et un autre à venir.,0,nothing
521,537,"Je suis d'accord. L'isolement complique la vie et il n'est pas facile de créer des liens avec des échanges, des moments de partage de connaissances sans passer par l'aspect financier.",0,nothing
339,350,"Bonjour Maude, une belle vidéo et comme toujours je suis heureuse de voir que tu insistes sur la sécurisation des poulaillers pour éviter les intrusions de prédateurs. Nous sommes responsables de nos élevages",0,P2
152,157,"""Je plante donc je suis"", Dekarz 😂",0,nothing
525,542,ILS SONT PLANTES UN PEU SERRES VOS FIGUIERS NON?,1,nothing
1033,1055,"Bonjour, j'habite ds le nord de la France,il fait certes doux en ce moment mais dois je attendre pour les petit pois?",0,nothing
1313,1341,Bonsoir super vidéo et très intéressante bonne journée,0,nothing
556,574,Bravo beau reportage et une animatrice dynamique et curieuse,0,nothing
40,43,bonjour Antoine ton tracteur es trop chou merci d'avoir choisi fendt j'aime bien ce genre de tracteur,0,nothing
912,934,!!!,0,nothing
62,66,"Quelle misère d'écraser sans cesse terre, herbe et bestioles avec des tracteurs de 5 tonnes... Je ne parle même pas du bruit, de la fumée et du crédit qu'il faut rembourser !",1,P6
135,139,"Bonjour, Bonne vidéo, Il faut également prévoir une paillasse à béton de recup ou du fil grillagé à plat autour du poulailler. Il evitera de gratter. Je n'ai pas vu que le pondoir n'était pas verrouillé. Prudence Le renard est très opportuniste. Il faut remettre un deuxième fil électrique plus haut. Il peut sauter et grimper cette hauteur. C'est du vécu. Bonne suite",0,P2
1027,1049,"Le liseron démarre tard en saison, puis pousse fort avec une incroyable capacité à utiliser la RU, fait des repousses rapides après sarclage mais n'a que peut de vigueur à l'automne. J'ai eut employé l'itinéraire suivant avec beaucoup de réussite : Automne n-2 = EV seigle semé tôt (le seul valable selon moi vis à vis du liseron) + beaucoup de bon fumier dans le courant de l'automne/hiver Printemps n-1 = Labour à 10cm avec plantation des patates primeur 1 raie sur 3 (pas de pulvérisation du sol, mais grosse aération et réchauffement) Hersage à la levée des patates Arrachage précoce dans le courant de juin(le liseron commence à s'énerver) Été n-1 = début juillet semi de haricot vert ramant (surtout pas des nain) Buttage puis binage pour agacer le liseron Récolte en septembre L'année n-1 est faite de culture qui évitent le pic d'agressivité du liseron et permettent une gestion épuisante pour le liseron par un petit travail du sol fréquent et positionné au bon moment. Le haricot ramant est très agressif vis à vis du liseron en fin de saison. Beaucoup de bon fumier + Labour d'hiver à 10cm(j'ai remarqué que c'est répressif sur le liseron) Année n = carotte de saison vigoureuse (chantenay, colmar,...) semée pas trop tard (15 avril) pour qu'elles soit largement levée quand le liseron pointe son nez. Une endive semée début mai fonctionne aussi très bien. Ces cultures longues avec un puissant pivot sont capables de tuer un liseron bien affaibli l'année précédente. Les choux fonctionnent moins bien. Un bon fumier (c'est rare !) et un travail du sol ""à l'ancienne"" (ça aussi c'est rare) sont des outils efficaces pour orienter la biologie vers une dynamique de sol agricole courtois et bien vivant. Bon courage.",0,P6
966,988,cc,0,nothing
1063,1085,"J'ai bien aimé cette vidéo malgré que je mange plus de viande depuis des années comme quoi :) Après la conservation de la nourriture est concerne pas que la viande, donc je note les idées de ta vidéo on sais jamais après réflexion un jour cela me serra peut êtres utile, probablement pour des fruits je pense. Merci",0,nothing
76,80,"J'ai remarqué que vous aviez un paillis pour les choux, pas pour le reste. C'est un choix où le hasard ? Merci Olivier !",0,P6
562,580,"Bonjour Édouard, je pense que tu peux mettre un peu plus de graines par alveoles pour les oignons. En environ 4 ou 5.",0,nothing
250,260,"Chez moi, les courges sont récoltées en octobre. Je les sème tard, car avant, le potager est trop plein. Je dois optimiser la place...",0,nothing
326,337,Merci 😮 mais il fait encore froid et il pleut j'espère qu'il verra beau bientôt 🙂 bonne soirée à bientôt 😊,0,nothing
561,579,"J'ai regardé avec toujours le même grand plaisir cette vidéo qui m'encourage car mon potager n'est pas aussi beau que le votre Merci encore Je n'ai pas expérimenté l'ombrage mais pour la saison prochaine je ne manquerai pas de le faire car vous m'avez convaincu, je pense que la forte chaleur varoise est la principale cause de l'état de mon potager. Je dois encore progresser !! Pour la conservation des tomates, une idée qui me convient bien et qui est à l'origine celle de ma grand tante qui était agricultrice lorsque j'étais enfant. Dans des bocaux, je coupe les tomates en deux, j'épépine et les place en les tassant un peu. Je ferme et mets à stériliser 40 mn. Ainsi on peut les utiliser l'hiver pour des tomates à la provençale par exemple ou pour tout autre préparation. C'est assez pratique. Encore merci pour tous vos conseils. A bientôt",0,nothing
1321,1349,Bonjour ah ça faisait longtemps que l ont te voyait plus ça fait plaisir de revoir tes vidéos avec tes explications,0,nothing
904,926,Mais si on le voit l'arbre! Enfin son reflet :-),0,nothing
846,867,Vidéo qui tombe à pic 😅 je vais pour la première fois faire un test avec des patates du commerce 🤷‍♂️ (une dizaine de plants je pense) et jme tâte pourvle choix de la variété de plants. Non germes... Par contre pour faire de la frite 😂 c'est la vie ici Il ne doit pas me manquer grand chose en graine mais j'irai faire un pti tour chez la bonne graine (si ca peut récompenser un peu ton BIG taff 😉 Février approche... On est au taquet 😅 malgré le temps de Mer** 🌧🌨🥶 À très vite 👨‍🌾,0,nothing
1196,1223,"En revanche, le passage du « nettoyage des organes » et des autres « propriétés » sort totalement de la botanique et n’est pas utile ni sérieux…pas la peine d’ajouter de l’approximatif à vos infos de botanique qui sont bien structurées et très intéressantes. Merci",0,nothing
797,817,Mdr,0,nothing
244,254,oui !!! super format !!! merci du partage ! ça serait tip top de continuer :),0,nothing
140,144,"Le compost ici on aime ça un peu, beaucoup, à la folie. Ici petits et grands y participent, d'ailleurs notre grand à grondé ses grands-parents qui ont ""osé"" jeter des épluchures à la poubelle. Pour le marc, encore une affaire de compromis pour moi qui suis le seul consommateur de café à la maison. Je voulais absolument une machine à dosettes que je trouve plus pratique que la machine à filtre, surtout quand on fait un seul café à la fois, et même si ce n'est pas le café que je préfère j'ai quand même pris celle avec les dosettes en ""papier"" qui sont justement compostables, c'est d'ailleurs incroyable la vitesse à laquelle ça disparaît au compost, à chaque fois c'est l'affaire de quelques jours. Merci pour ta vidéo.",0,P6
1110,1134,"Salut se que tu fais c bien, mais pour moi un peu trop compliqué 😜 mais c intéressant simpa 👍",0,nothing
1327,1356,"Pour rejoindre le Centre National d'Agroécologie : https://centre-national-agroecologie.fr/ 👉Pour consulter la présentation de Lionel et d'autres ressources c'est sur Triple Performance : https://wiki.tripleperformance.fr/wiki/Fertilisation_azot%C3%A9e_:_objectif_1kg_d%27azote_par_quintal,_Lionel_Mesnage",0,nothing
337,348,J'ai mis un système de pédo-épuration en place avant de planter les arbres du verger. Cela me permet d'irriguer 9 arbres sur 3 lignes et de ré-utiliser la totalité de l'eau consommé à la maison (30m3). Et l'année prochaine nous devrions construire une grande cuve de récupération des eaux de toiture (avec le système Pluvalor ou équivalent). Similaire au votre je crois. D'ailleurs en êtes-vous satisfait??,0,P3
1019,1041,"Oui, a l'école de l'observation, humilité, pour la Vie😊",0,nothing
513,529,"Bonjour, je me posais la question justement de, comment fait ce Mr pour ne pas avoir de frelon ...? Hâte de vous voir a l'œuvre. Merci 👌",0,P2
1283,1311,"La grelinette,outil magique pour décompacter la terre et la houe, outil de nos grands-parents très efficace pour affiner le travail. Bon courage pour la suite. 😉😉",0,P6
307,318,"Salut Damien, Tu as réalisé du bon travail 👍👋😎au top comme d’habitude 🤩 Bonne soirée 😮",0,nothing
1274,1302,"Bonjour Damien, j'ai trop hâte de pouvoir en accueillir dans ma pâture où j'ai déjà trois oies, 4 poules et un coq. Mais je souhaite leur aménager un plus grand bassin (j'ai trouvé un bassin bas de 400 litres). En ce moment, les oies ont une pataugeoire (type bac à sable). J'adore ma petite équipe ""volailles"". J'ai des œufs, du fumier et je les laisse aller dans la partie potagère en hiver dans laquelle, il n'y a pas de légumes ou presque. Certains légumes ne sont pas touchés par les poules ou les oies : les poireaux, les céleris, les aromates, les ciboules. Leur passage fournit un peu de fumure aussi et cette équipe mange déjà une partie des ravageurs mais les coureurs indiens, j'avoue que ce serait le GRAAL pour moi(lol). Merci beaucoup Damien pour vos enseignements si précieux et belle année à vous.",0,P2
687,705,"Bonjour Damien Je debute au potager. Jai opte pour les buttes lasagnes. Mes plants de tomates sont enorme, et je vois deja les 1ers fruits. Mais jai une question, les branches poussent super bien, robustes, vertes, mais vers le sol...😅 rien n'est fletri. On dirait juste quelles veulent aller vers le sol quoi...on dirait des sapins!! Sais tu pourquoi? Si la communauté a un avis, jecoute aussi!!😊 merci",0,P6
